"ID","ESCALE_DEPART","ESCALE_DESTINATION","CODE","DATE_CREATED"
"2241669","GIG","ERH","GIGERH","current_timestamp"
"2241670","NRT","KGL","NRTKGL","current_timestamp"
"2241671","REG","CAS","REGCAS","current_timestamp"
"2241672","BSB","FIH","BSBFIH","current_timestamp"
"2241673","DOH","YWG","DOHYWG","current_timestamp"
"2241674","LAD","LAD","LADLAD","current_timestamp"
"2241675","OSL","OZZ","OSLOZZ","current_timestamp"
"2241676","VIL","LAS","VILLAS","current_timestamp"
"2241677","OUD","ACC","OUDACC","current_timestamp"
"2241678","OPO","DSS","OPODSS","current_timestamp"
"2241679","CKY","VLC","CKYVLC","current_timestamp"
"2241680","LAD","ABJ","LADABJ","current_timestamp"
"2241681","NKC","ADL","NKCADL","current_timestamp"
"2241682","ISB","FIH","ISBFIH","current_timestamp"
"2241683","GIG","VLC","GIGVLC","current_timestamp"
"2241684","RAK","EBL","RAKEBL","current_timestamp"
"2241685","ACC","KIX","ACCKIX","current_timestamp"
"2241686","NBO","KHI","NBOKHI","current_timestamp"
"2241687","BJL","LAX","BJLLAX","current_timestamp"
"2241688","TUN","RUH","TUNRUH","current_timestamp"
"2241689","NDJ","FIH","NDJFIH","current_timestamp"
"2241691","NAP","JFK","NAPJFK","current_timestamp"
"2241692","OUD","HAM","OUDHAM","current_timestamp"
"2241693","KHI","FNA","KHIFNA","current_timestamp"
"2241694","BEY","OZZ","BEYOZZ","current_timestamp"
"2241695","LOS","SAC","LOSSAC","current_timestamp"
"2241696","AGA","BAK","AGABAK","current_timestamp"
"2241697","NTE","RSW","NTERSW","current_timestamp"
"2241698","ABT","OUA","ABTOUA","current_timestamp"
"2241699","CPO","CMN","CPOCMN","current_timestamp"
"2241700","NRT","MXP","NRTMXP","current_timestamp"
"2241701","ALG","DXB","ALGDXB","current_timestamp"
"2241702","CKY","CAP","CKYCAP","current_timestamp"
"2241703","CMN","MLU","CMNMLU","current_timestamp"
"2241704","ATL","SSG","ATLSSG","current_timestamp"
"2241705","BKO","WAS","BKOWAS","current_timestamp"
"2241706","SAO","SXB","SAOSXB","current_timestamp"
"2241707","PDX","NIM","PDXNIM","current_timestamp"
"2241708","ATL","EUN","ATLEUN","current_timestamp"
"2241709","JED","MAD","JEDMAD","current_timestamp"
"2241710","DKR","LYS","DKRLYS","current_timestamp"
"2241711","RAK","ABJ","RAKABJ","current_timestamp"
"2241712","TNG","NDR","TNGNDR","current_timestamp"
"2241713","FNA","ICN","FNAICN","current_timestamp"
"2241714","IAD","DOH","IADDOH","current_timestamp"
"2241715","JED","DSS","JEDDSS","current_timestamp"
"2241716","LHR","BJL","LHRBJL","current_timestamp"
"2241717","BGF","ALG","BGFALG","current_timestamp"
"2241718","VCE","ZRH","VCEZRH","current_timestamp"
"2241719","CMN","WLG","CMNWLG","current_timestamp"
"2241720","BEY","TLS","BEYTLS","current_timestamp"
"2241721","OUA","YYZ","OUAYYZ","current_timestamp"
"2241722","CSK","GVA","CSKGVA","current_timestamp"
"2241723","LOS","SJC","LOSSJC","current_timestamp"
"2241724","AGA","BEM","AGABEM","current_timestamp"
"2241725","MKC","RUH","MKCRUH","current_timestamp"
"2241726","ROM","TUN","ROMTUN","current_timestamp"
"2241727","RAI","PER","RAIPER","current_timestamp"
"2241728","OZZ","PSA","OZZPSA","current_timestamp"
"2241729","NKC","SDQ","NKCSDQ","current_timestamp"
"2241730","CCS","LPA","CCSLPA","current_timestamp"
"2241731","LLW","EUN","LLWEUN","current_timestamp"
"2241732","AGA","CAI","AGACAI","current_timestamp"
"2241733","SSG","TUN","SSGTUN","current_timestamp"
"2241734","IST","DLA","ISTDLA","current_timestamp"
"2241735","BKO","BCN","BKOBCN","current_timestamp"
"2241736","NRT","KEF","NRTKEF","current_timestamp"
"2241737","SYD","ABJ","SYDABJ","current_timestamp"
"2241738","GOT","LFW","GOTLFW","current_timestamp"
"2241739","TNG","LAX","TNGLAX","current_timestamp"
"2241740","BOM","OUD","BOMOUD","current_timestamp"
"2241741","DKR","CDG","DKRCDG","current_timestamp"
"2241742","CAI","MXP","CAIMXP","current_timestamp"
"2241743","ACC","DMM","ACCDMM","current_timestamp"
"2241744","NSI","KIN","NSIKIN","current_timestamp"
"2241745","CAS","GZT","CASGZT","current_timestamp"
"2241746","LGW","TLV","LGWTLV","current_timestamp"
"2241747","RIO","VCE","RIOVCE","current_timestamp"
"2241748","CMN","CBR","CMNCBR","current_timestamp"
"2241749","BWI","NCE","BWINCE","current_timestamp"
"2241750","OUA","ICN","OUAICN","current_timestamp"
"2241751","AUS","ABJ","AUSABJ","current_timestamp"
"2241752","OUD","FIH","OUDFIH","current_timestamp"
"2241753","CAS","MIR","CASMIR","current_timestamp"
"2241754","DLA","MED","DLAMED","current_timestamp"
"2241755","ROC","ABJ","ROCABJ","current_timestamp"
"2241756","ACC","ORD","ACCORD","current_timestamp"
"2241757","SSG","PKX","SSGPKX","current_timestamp"
"2241758","ICN","LIS","ICNLIS","current_timestamp"
"2241759","PER","IAD","PERIAD","current_timestamp"
"2241760","TLS","MGQ","TLSMGQ","current_timestamp"
"2241761","ESU","NKC","ESUNKC","current_timestamp"
"2241762","KRT","BJL","KRTBJL","current_timestamp"
"2241763","RAK","VCE","RAKVCE","current_timestamp"
"2241764","OUA","AMS","OUAAMS","current_timestamp"
"2241765","NKC","MXP","NKCMXP","current_timestamp"
"2241766","LGW","ABJ","LGWABJ","current_timestamp"
"2241767","BNE","LBV","BNELBV","current_timestamp"
"2241768","PEW","BJL","PEWBJL","current_timestamp"
"2241769","LOS","ATL","LOSATL","current_timestamp"
"2241770","LAD","GLA","LADGLA","current_timestamp"
"2241771","MPL","IAD","MPLIAD","current_timestamp"
"2241772","BOD","MXP","BODMXP","current_timestamp"
"2241773","CMN","LLW","CMNLLW","current_timestamp"
"2241774","AHU","CMN","AHUCMN","current_timestamp"
"2241775","ABZ","TNG","ABZTNG","current_timestamp"
"2241776","TLV","NTE","TLVNTE","current_timestamp"
"2241777","FIH","AMM","FIHAMM","current_timestamp"
"2241778","ESU","JFK","ESUJFK","current_timestamp"
"2241779","CAI","JUB","CAIJUB","current_timestamp"
"2241780","NSN","TLV","NSNTLV","current_timestamp"
"2241781","ABJ","ANC","ABJANC","current_timestamp"
"2241782","DFW","JED","DFWJED","current_timestamp"
"2241783","MLW","NRT","MLWNRT","current_timestamp"
"2241784","NIM","RDU","NIMRDU","current_timestamp"
"2241785","BZV","PKX","BZVPKX","current_timestamp"
"2241786","CMN","CFS","CMNCFS","current_timestamp"
"2241787","VIL","PDX","VILPDX","current_timestamp"
"2241788","BCN","RTM","BCNRTM","current_timestamp"
"2241789","RAK","EUN","RAKEUN","current_timestamp"
"2241790","BJL","CMB","BJLCMB","current_timestamp"
"2241791","GVA","FNA","GVAFNA","current_timestamp"
"2241792","DXB","DLA","DXBDLA","current_timestamp"
"2241793","SXB","DLA","SXBDLA","current_timestamp"
"2241794","NCE","AGA","NCEAGA","current_timestamp"
"2241795","NKC","LHE","NKCLHE","current_timestamp"
"2241796","MPL","BIL","MPLBIL","current_timestamp"
"2241797","JAX","FNA","JAXFNA","current_timestamp"
"2241798","YAO","PAR","YAOPAR","current_timestamp"
"2241799","MAD","DOH","MADDOH","current_timestamp"
"2241800","LOS","ABZ","LOSABZ","current_timestamp"
"2241801","FEZ","SEZ","FEZSEZ","current_timestamp"
"2241802","KTM","LIS","KTMLIS","current_timestamp"
"2241803","BJL","HKT","BJLHKT","current_timestamp"
"2241804","TUN","LYS","TUNLYS","current_timestamp"
"2241805","JFK","RUH","JFKRUH","current_timestamp"
"2241806","CMN","GCM","CMNGCM","current_timestamp"
"2241807","AUS","FEZ","AUSFEZ","current_timestamp"
"2241808","RAI","CRK","RAICRK","current_timestamp"
"2241809","TPA","DSS","TPADSS","current_timestamp"
"2241810","CAI","JED","CAIJED","current_timestamp"
"2241811","BES","LFW","BESLFW","current_timestamp"
"2241812","NDR","DMM","NDRDMM","current_timestamp"
"2241813","GRU","BKO","GRUBKO","current_timestamp"
"2241814","TUN","SSA","TUNSSA","current_timestamp"
"2241815","FRA","GRU","FRAGRU","current_timestamp"
"2241816","BOM","LFW","BOMLFW","current_timestamp"
"2241817","CAS","JED","CASJED","current_timestamp"
"2241818","ICN","CDG","ICNCDG","current_timestamp"
"2241819","SAW","NDJ","SAWNDJ","current_timestamp"
"2241820","LAD","NWI","LADNWI","current_timestamp"
"2241821","AGA","SKT","AGASKT","current_timestamp"
"2241822","SAO","ATH","SAOATH","current_timestamp"
"2241823","EXT","OUD","EXTOUD","current_timestamp"
"2241824","PAR","CPH","PARCPH","current_timestamp"
"2241825","KSC","CMN","KSCCMN","current_timestamp"
"2241826","LEJ","NIM","LEJNIM","current_timestamp"
"2241827","STL","CAI","STLCAI","current_timestamp"
"2241828","AGA","VAR","AGAVAR","current_timestamp"
"2241829","IAH","ABJ","IAHABJ","current_timestamp"
"2241830","CLE","CMN","CLECMN","current_timestamp"
"2241831","AGA","CSX","AGACSX","current_timestamp"
"2241832","LIS","CHI","LISCHI","current_timestamp"
"2241833","ROB","ISE","ROBISE","current_timestamp"
"2241834","HEL","VIL","HELVIL","current_timestamp"
"2241835","ZAQ","ERH","ZAQERH","current_timestamp"
"2241836","YTO","CKY","YTOCKY","current_timestamp"
"2241837","MAN","NSI","MANNSI","current_timestamp"
"2241838","LOS","PDX","LOSPDX","current_timestamp"
"2241839","MAD","NBO","MADNBO","current_timestamp"
"2241840","OUD","TUN","OUDTUN","current_timestamp"
"2241841","DEL","VIL","DELVIL","current_timestamp"
"2241842","BEY","SSA","BEYSSA","current_timestamp"
"2241843","LBV","VIE","LBVVIE","current_timestamp"
"2241844","ORY","DKR","ORYDKR","current_timestamp"
"2241845","TXL","FEZ","TXLFEZ","current_timestamp"
"2241846","BLQ","SAO","BLQSAO","current_timestamp"
"2241847","ACC","SVX","ACCSVX","current_timestamp"
"2241848","OAK","AGA","OAKAGA","current_timestamp"
"2241849","IST","YXE","ISTYXE","current_timestamp"
"2241850","TUN","CGK","TUNCGK","current_timestamp"
"2241851","ABV","TLV","ABVTLV","current_timestamp"
"2241852","RAK","SJU","RAKSJU","current_timestamp"
"2241853","NRT","SCL","NRTSCL","current_timestamp"
"2241854","MAN","PTY","MANPTY","current_timestamp"
"2241855","PAR","ASU","PARASU","current_timestamp"
"2241856","EWR","DXB","EWRDXB","current_timestamp"
"2241857","LYS","DLA","LYSDLA","current_timestamp"
"2241858","CMN","CFU","CMNCFU","current_timestamp"
"2241859","EAS","CAS","EASCAS","current_timestamp"
"2241860","MST","BJL","MSTBJL","current_timestamp"
"2241861","LGW","SDR","LGWSDR","current_timestamp"
"2241862","RAK","SOF","RAKSOF","current_timestamp"
"2241863","JFK","CEK","JFKCEK","current_timestamp"
"2241864","BER","DKR","BERDKR","current_timestamp"
"2241865","BLI","VIL","BLIVIL","current_timestamp"
"2241866","AGP","FEZ","AGPFEZ","current_timestamp"
"2241867","GVA","MAD","GVAMAD","current_timestamp"
"2241868","BKO","AGA","BKOAGA","current_timestamp"
"2241869","IND","TNG","INDTNG","current_timestamp"
"2241870","MLW","ACC","MLWACC","current_timestamp"
"2241871","LIL","DSS","LILDSS","current_timestamp"
"2241872","BKO","LAS","BKOLAS","current_timestamp"
"2241873","ADD","CAS","ADDCAS","current_timestamp"
"2241874","AGA","MAN","AGAMAN","current_timestamp"
"2241875","COO","PBI","COOPBI","current_timestamp"
"2241876","TBS","SOF","TBSSOF","current_timestamp"
"2241877","AGA","EAS","AGAEAS","current_timestamp"
"2241878","SHV","CAS","SHVCAS","current_timestamp"
"2241879","PER","MLW","PERMLW","current_timestamp"
"2241880","SHV","RAK","SHVRAK","current_timestamp"
"2241881","DLC","LAD","DLCLAD","current_timestamp"
"2241882","BOD","MLN","BODMLN","current_timestamp"
"2241883","CKY","TTU","CKYTTU","current_timestamp"
"2241884","YYT","CAS","YYTCAS","current_timestamp"
"2241885","MLE","BJL","MLEBJL","current_timestamp"
"2241886","PAD","LOS","PADLOS","current_timestamp"
"2241887","BNA","ROM","BNAROM","current_timestamp"
"2241888","LHE","RAI","LHERAI","current_timestamp"
"2241889","OMA","AGA","OMAAGA","current_timestamp"
"2241890","HKG","IAD","HKGIAD","current_timestamp"
"2241891","NKC","KRT","NKCKRT","current_timestamp"
"2241892","AUS","ORY","AUSORY","current_timestamp"
"2241893","AHU","LHR","AHULHR","current_timestamp"
"2241894","TTA","FEZ","TTAFEZ","current_timestamp"
"2241895","RAI","EBB","RAIEBB","current_timestamp"
"2241896","CDG","HRG","CDGHRG","current_timestamp"
"2241897","SHA","AGA","SHAAGA","current_timestamp"
"2241898","BHX","ABJ","BHXABJ","current_timestamp"
"2241899","TTA","DOH","TTADOH","current_timestamp"
"2241900","TNG","GIG","TNGGIG","current_timestamp"
"2241901","DOH","RBA","DOHRBA","current_timestamp"
"2241902","OXB","RUH","OXBRUH","current_timestamp"
"2241903","GLA","BZV","GLABZV","current_timestamp"
"2241904","PEN","FNA","PENFNA","current_timestamp"
"2241905","LYS","LAX","LYSLAX","current_timestamp"
"2241906","ABQ","BJL","ABQBJL","current_timestamp"
"2241907","CAS","HKG","CASHKG","current_timestamp"
"2241908","BNE","ACC","BNEACC","current_timestamp"
"2241909","HAV","NKC","HAVNKC","current_timestamp"
"2241910","LCG","MAD","LCGMAD","current_timestamp"
"2241911","NIM","ORF","NIMORF","current_timestamp"
"2241912","TLS","BLQ","TLSBLQ","current_timestamp"
"2241913","FWA","JFK","FWAJFK","current_timestamp"
"2241914","EBB","FNA","EBBFNA","current_timestamp"
"2241915","BCN","CTA","BCNCTA","current_timestamp"
"2241916","RIC","RBA","RICRBA","current_timestamp"
"2241917","AGA","SIN","AGASIN","current_timestamp"
"2241918","ISU","DLA","ISUDLA","current_timestamp"
"2241919","NSI","FLL","NSIFLL","current_timestamp"
"2241920","FEZ","TPA","FEZTPA","current_timestamp"
"2241921","CAS","LCA","CASLCA","current_timestamp"
"2241922","CAI","BUF","CAIBUF","current_timestamp"
"2241923","SVQ","CKY","SVQCKY","current_timestamp"
"2241924","ACC","MCI","ACCMCI","current_timestamp"
"2241925","DAR","CMN","DARCMN","current_timestamp"
"2241926","GVA","YUL","GVAYUL","current_timestamp"
"2241927","FRA","FNA","FRAFNA","current_timestamp"
"2241928","EUN","OUD","EUNOUD","current_timestamp"
"2241929","FNA","DAC","FNADAC","current_timestamp"
"2241930","MPL","BRU","MPLBRU","current_timestamp"
"2241931","CMN","VFA","CMNVFA","current_timestamp"
"2241932","TZX","CMN","TZXCMN","current_timestamp"
"2241933","TLV","VIL","TLVVIL","current_timestamp"
"2241934","DSM","CMN","DSMCMN","current_timestamp"
"2241935","DSS","LYS","DSSLYS","current_timestamp"
"2241936","JFK","OUA","JFKOUA","current_timestamp"
"2241937","PNH","FEZ","PNHFEZ","current_timestamp"
"2241938","YYZ","MUC","YYZMUC","current_timestamp"
"2241939","KTM","CKY","KTMCKY","current_timestamp"
"2241940","ABJ","MLE","ABJMLE","current_timestamp"
"2241941","BKO","DYU","BKODYU","current_timestamp"
"2241942","TSV","OUA","TSVOUA","current_timestamp"
"2241943","MEL","MRS","MELMRS","current_timestamp"
"2241944","CMN","HMB","CMNHMB","current_timestamp"
"2241945","RAE","DSS","RAEDSS","current_timestamp"
"2241946","ATL","MXP","ATLMXP","current_timestamp"
"2241947","KZN","LFW","KZNLFW","current_timestamp"
"2241948","ORY","HAV","ORYHAV","current_timestamp"
"2241949","AGA","RDM","AGARDM","current_timestamp"
"2241950","ABJ","LIT","ABJLIT","current_timestamp"
"2241951","TPA","LIS","TPALIS","current_timestamp"
"2241953","OUA","BOD","OUABOD","current_timestamp"
"2241954","DEN","DOH","DENDOH","current_timestamp"
"2241955","LYS","LYS","LYSLYS","current_timestamp"
"2241956","KTM","GIB","KTMGIB","current_timestamp"
"2241957","ZRH","BVC","ZRHBVC","current_timestamp"
"2241958","FEZ","HKT","FEZHKT","current_timestamp"
"2241959","TRN","NKC","TRNNKC","current_timestamp"
"2241960","ERH","SXB","ERHSXB","current_timestamp"
"2241961","NYC","TLV","NYCTLV","current_timestamp"
"2241962","IAD","CAI","IADCAI","current_timestamp"
"2241963","DLA","MAD","DLAMAD","current_timestamp"
"2241964","YUL","ACC","YULACC","current_timestamp"
"2241965","LOS","CPH","LOSCPH","current_timestamp"
"2241966","OOL","RAK","OOLRAK","current_timestamp"
"2241967","GIG","CPH","GIGCPH","current_timestamp"
"2241968","FEZ","VIE","FEZVIE","current_timestamp"
"2241969","TFN","LOS","TFNLOS","current_timestamp"
"2241970","LBV","NYC","LBVNYC","current_timestamp"
"2241972","PHX","NIM","PHXNIM","current_timestamp"
"2241973","SSG","MCT","SSGMCT","current_timestamp"
"2241974","HYD","LIS","HYDLIS","current_timestamp"
"2241975","MSQ","RAK","MSQRAK","current_timestamp"
"2241976","LAD","CAS","LADCAS","current_timestamp"
"2241977","NDJ","YOW","NDJYOW","current_timestamp"
"2241978","HYD","FNA","HYDFNA","current_timestamp"
"2241979","LYS","LXR","LYSLXR","current_timestamp"
"2241980","BOO","BKO","BOOBKO","current_timestamp"
"2241981","LAX","FLR","LAXFLR","current_timestamp"
"2241982","YQY","CMN","YQYCMN","current_timestamp"
"2241983","KAN","AGA","KANAGA","current_timestamp"
"2241984","SOF","ROB","SOFROB","current_timestamp"
"2241985","MLW","ESB","MLWESB","current_timestamp"
"2241986","MLW","FLL","MLWFLL","current_timestamp"
"2241987","KRT","EUN","KRTEUN","current_timestamp"
"2241988","NKC","PEN","NKCPEN","current_timestamp"
"2241989","RAK","SVX","RAKSVX","current_timestamp"
"2241990","PEE","BKO","PEEBKO","current_timestamp"
"2241991","OUD","BEM","OUDBEM","current_timestamp"
"2241992","MLI","AGA","MLIAGA","current_timestamp"
"2241993","SMF","SVQ","SMFSVQ","current_timestamp"
"2241994","NSI","MSP","NSIMSP","current_timestamp"
"2241995","TLS","TTA","TLSTTA","current_timestamp"
"2241996","SVQ","LFW","SVQLFW","current_timestamp"
"2241997","OTP","TNG","OTPTNG","current_timestamp"
"2241998","ROB","MSP","ROBMSP","current_timestamp"
"2241999","NKC","ABJ","NKCABJ","current_timestamp"
"2242000","ABJ","OPO","ABJOPO","current_timestamp"
"2242001","EUN","EDI","EUNEDI","current_timestamp"
"2242002","ABJ","EBL","ABJEBL","current_timestamp"
"2242003","RDU","AMS","RDUAMS","current_timestamp"
"2242004","HOU","VIL","HOUVIL","current_timestamp"
"2242005","OPO","NBO","OPONBO","current_timestamp"
"2242006","TNG","CTU","TNGCTU","current_timestamp"
"2242007","FCO","OUD","FCOOUD","current_timestamp"
"2242008","TYO","RBA","TYORBA","current_timestamp"
"2242009","GVA","AMS","GVAAMS","current_timestamp"
"2242010","ESU","LPA","ESULPA","current_timestamp"
"2242011","NDJ","CKY","NDJCKY","current_timestamp"
"2242012","ORL","RBA","ORLRBA","current_timestamp"
"2242013","MEL","NAP","MELNAP","current_timestamp"
"2242014","RUH","BSB","RUHBSB","current_timestamp"
"2242015","EUN","MPM","EUNMPM","current_timestamp"
"2242016","TNG","SSH","TNGSSH","current_timestamp"
"2242017","DIA","CMN","DIACMN","current_timestamp"
"2242018","NYC","ERH","NYCERH","current_timestamp"
"2242019","GRU","MIL","GRUMIL","current_timestamp"
"2242020","ACC","LFT","ACCLFT","current_timestamp"
"2242021","ATH","RAK","ATHRAK","current_timestamp"
"2242022","OXB","BOD","OXBBOD","current_timestamp"
"2242023","IND","BGF","INDBGF","current_timestamp"
"2242024","WAW","RIO","WAWRIO","current_timestamp"
"2242025","AGP","MEL","AGPMEL","current_timestamp"
"2242026","PER","TUN","PERTUN","current_timestamp"
"2242027","SVX","CMN","SVXCMN","current_timestamp"
"2242028","FLN","CMN","FLNCMN","current_timestamp"
"2242029","EUN","BGF","EUNBGF","current_timestamp"
"2242030","CGK","AGP","CGKAGP","current_timestamp"
"2242031","CGK","RAK","CGKRAK","current_timestamp"
"2242032","BRU","MAD","BRUMAD","current_timestamp"
"2242033","CAS","MSP","CASMSP","current_timestamp"
"2242034","NKC","PNR","NKCPNR","current_timestamp"
"2242035","OZG","OUD","OZGOUD","current_timestamp"
"2242036","OPO","GVA","OPOGVA","current_timestamp"
"2242037","DXB","SVQ","DXBSVQ","current_timestamp"
"2242038","NKC","BLR","NKCBLR","current_timestamp"
"2242039","KIV","DSS","KIVDSS","current_timestamp"
"2242040","CMN","BFL","CMNBFL","current_timestamp"
"2242041","KWI","LPA","KWILPA","current_timestamp"
"2242042","CMN","MFR","CMNMFR","current_timestamp"
"2242043","BGF","PAR","BGFPAR","current_timestamp"
"2242044","LPA","NCE","LPANCE","current_timestamp"
"2242045","BJL","GNY","BJLGNY","current_timestamp"
"2242046","FEZ","CTU","FEZCTU","current_timestamp"
"2242047","CKY","BUS","CKYBUS","current_timestamp"
"2242048","TNG","EBB","TNGEBB","current_timestamp"
"2242049","DXB","LHR","DXBLHR","current_timestamp"
"2242050","SXB","LFW","SXBLFW","current_timestamp"
"2242051","NKC","RGN","NKCRGN","current_timestamp"
"2242052","DCA","CDG","DCACDG","current_timestamp"
"2242053","TNG","DME","TNGDME","current_timestamp"
